review_id,text,label
2104,Terrible experience. The item arrived broken. one star 👍 #deal,negative
2105,Average experience overall. fine standard normal standard standard,neutral
2106,Not worth the money. I want a refund. waste bad broken,negative
2107,Terrible experience. The item arrived broken. refund late broken,negative
2108,Terrible experience. The item arrived broken. one star bad broken one star 👍,negative
2109,Exceeded my expectations in every way. love love excellent great love http://example.com,positive
2110,Great value for the price. Will buy again. excellent reliable love 👍,positive
2111,The item matches the description. average fine fine fine fine #deal,neutral
2112,Average experience overall. fine okay okay average average,neutral
2113,Great value for the price. Will buy again. 👍,positive
2114,"It's fine, does the job. standard average works fine works",neutral
2115,Customer support was helpful and polite. reliable great,positive
2116,Very poor quality and slow shipping. bad bad late waste,negative
2117,Customer support was helpful and polite. great five stars great five stars love,positive
2118,Exceeded my expectations in every way. fast reliable reliable reliable,positive
2119,Great value for the price. Will buy again. reliable love excellent excellent great,positive
2120,Customer support was helpful and polite. fast love,positive
2121,Exceeded my expectations in every way. love love fast reliable excellent,positive
2122,Amazing quality and fast delivery! Totally satisfied. excellent five stars love,positive
2123,Exceeded my expectations in every way. five stars great 👍,positive
2124,Amazing quality and fast delivery! Totally satisfied. fast fast,positive
2125,Amazing quality and fast delivery! Totally satisfied. reliable fast love fast,positive
2126,I love this product. Highly recommended. reliable,positive
2127,I love this product. Highly recommended. reliable,positive
2128,Amazing quality and fast delivery! Totally satisfied.,positive
2129,Customer support was helpful and polite. excellent excellent reliable,positive
2130,Customer support was helpful and polite. fast,positive
2131,Great value for the price. Will buy again. great reliable great reliable great #deal,positive
2132,Very poor quality and slow shipping. bad one star bad,negative
2133,Not worth the money. I want a refund. one star bad,negative
2134,Completely disappointed. Do not recommend. refund waste 👍,negative
2135,"It's fine, does the job. works standard works okay works",neutral
2136,"It's fine, does the job. normal okay standard standard http://example.com",neutral
2137,Exceeded my expectations in every way.,positive
2138,Completely disappointed. Do not recommend. refund late waste late refund,negative
2139,Not worth the money. I want a refund.,negative
2140,Not worth the money. I want a refund. refund broken late #deal,negative
2141,Very poor quality and slow shipping. bad late,negative
2142,Great value for the price. Will buy again. reliable five stars reliable 👍,positive
2143,Completely disappointed. Do not recommend. 👍 #deal,negative
2144,Support was unhelpful and rude. late late refund waste refund,negative
2145,Amazing quality and fast delivery! Totally satisfied. reliable,positive
2146,Not worth the money. I want a refund. one star waste one star waste,negative
2147,Great value for the price. Will buy again. five stars http://example.com #deal,positive
2148,Terrible experience. The item arrived broken. waste http://example.com,negative
2149,Support was unhelpful and rude. waste bad refund refund,negative
2150,Exceeded my expectations in every way. great fast excellent excellent http://example.com,positive
2151,Works as expected. Nothing special. average normal works,neutral
2152,I love this product. Highly recommended.,positive
2153,Completely disappointed. Do not recommend. waste,negative
2154,Completely disappointed. Do not recommend. broken,negative
2155,The item matches the description. fine works works,neutral
2156,Support was unhelpful and rude. waste bad waste #deal,negative
2157,Amazing quality and fast delivery! Totally satisfied. reliable great,positive
2158,Great value for the price. Will buy again. reliable reliable,positive
2159,Customer support was helpful and polite. great,positive
2160,Amazing quality and fast delivery! Totally satisfied.,positive
2161,I love this product. Highly recommended. five stars great,positive
2162,Amazing quality and fast delivery! Totally satisfied.,positive
2163,Amazing quality and fast delivery! Totally satisfied. great reliable reliable love,positive
2164,I love this product. Highly recommended. love fast,positive
2165,Completely disappointed. Do not recommend. waste late refund broken,negative
2166,Exceeded my expectations in every way. reliable #deal,positive
2167,Support was unhelpful and rude. bad http://example.com,negative
2168,Amazing quality and fast delivery! Totally satisfied. great fast fast great,positive
2169,Amazing quality and fast delivery! Totally satisfied. excellent love,positive
2170,"It's fine, does the job. okay average okay",neutral
2171,I love this product. Highly recommended.,positive
2172,Great value for the price. Will buy again.,positive
2173,Average experience overall. okay works normal average,neutral
2174,I love this product. Highly recommended. love reliable five stars love,positive
2175,Great value for the price. Will buy again.,positive
2176,Average experience overall. okay standard,neutral
2177,Great value for the price. Will buy again. #deal,positive
2178,Not worth the money. I want a refund. refund refund,negative
2179,Customer support was helpful and polite. http://example.com,positive
2180,Not worth the money. I want a refund. broken #deal,negative
2181,Not worth the money. I want a refund. refund bad,negative
2182,Terrible experience. The item arrived broken. refund late late late,negative
2183,Very poor quality and slow shipping. broken refund one star,negative
2184,Exceeded my expectations in every way.,positive
2185,Works as expected. Nothing special.,neutral
2186,I love this product. Highly recommended. excellent excellent great love excellent,positive
2187,Not worth the money. I want a refund. late one star broken refund waste,negative
2188,Works as expected. Nothing special. fine,neutral
2189,I love this product. Highly recommended. http://example.com,positive
2190,Completely disappointed. Do not recommend.,negative
2191,Exceeded my expectations in every way. http://example.com,positive
2192,"Okay product, decent for everyday use. okay works average okay works",neutral
2193,Terrible experience. The item arrived broken. one star refund late refund bad,negative
2194,Great value for the price. Will buy again. reliable reliable great,positive
2195,"It's fine, does the job. okay average normal okay works 👍",neutral
2196,Completely disappointed. Do not recommend. one star late bad,negative
2197,Customer support was helpful and polite. excellent love,positive
2198,"Okay product, decent for everyday use. works standard average fine works",neutral
2199,I love this product. Highly recommended. reliable fast,positive
2200,"Okay product, decent for everyday use. average okay",neutral
2201,Amazing quality and fast delivery! Totally satisfied. five stars reliable,positive
2202,Very poor quality and slow shipping. waste one star late refund waste,negative
2203,Support was unhelpful and rude. refund bad bad waste,negative
2204,Exceeded my expectations in every way. reliable great love,positive
2205,I love this product. Highly recommended. fast,positive
2206,The item matches the description.,neutral
2207,Very poor quality and slow shipping.,negative
2208,I love this product. Highly recommended.,positive
2209,Customer support was helpful and polite.,positive
2210,Customer support was helpful and polite. love excellent,positive
2211,Not worth the money. I want a refund. waste waste bad,negative
2212,Works as expected. Nothing special. works standard works okay,neutral
2213,Not worth the money. I want a refund.,negative
2214,Average experience overall. average okay #deal,neutral
2215,Completely disappointed. Do not recommend. one star late broken http://example.com,negative
2216,Exceeded my expectations in every way. love fast reliable great,positive
2217,Amazing quality and fast delivery! Totally satisfied. fast five stars fast love,positive
2218,Completely disappointed. Do not recommend. waste,negative
2219,Not worth the money. I want a refund. waste late one star waste,negative
2220,Exceeded my expectations in every way. reliable five stars love excellent five stars 👍,positive
2221,Great value for the price. Will buy again. five stars love great love,positive
2222,Average experience overall. works average fine standard standard,neutral
2223,I love this product. Highly recommended. love http://example.com,positive
2224,Exceeded my expectations in every way. reliable,positive
2225,Very poor quality and slow shipping. bad 👍 #deal,negative
2226,Customer support was helpful and polite. fast fast fast,positive
2227,Support was unhelpful and rude. broken bad late broken,negative
2228,I love this product. Highly recommended.,positive
2229,Exceeded my expectations in every way. reliable #deal,positive
2230,Works as expected. Nothing special. works fine works okay normal,neutral
2231,Exceeded my expectations in every way. excellent five stars great #deal,positive
2232,"It's fine, does the job. fine",neutral
2233,Exceeded my expectations in every way. five stars reliable fast,positive
2234,Completely disappointed. Do not recommend. bad one star,negative
2235,Completely disappointed. Do not recommend. bad 👍,negative
2236,Very poor quality and slow shipping. waste waste waste waste,negative
2237,I love this product. Highly recommended. reliable five stars,positive
2238,Customer support was helpful and polite.,positive
2239,Customer support was helpful and polite. fast fast,positive
2240,"Okay product, decent for everyday use. average",neutral
2241,Amazing quality and fast delivery! Totally satisfied. reliable,positive
2242,Great value for the price. Will buy again. http://example.com,positive
2243,I love this product. Highly recommended. excellent fast love great,positive
2244,Exceeded my expectations in every way. great,positive
2245,Exceeded my expectations in every way. excellent great five stars fast fast,positive
2246,Customer support was helpful and polite. great great great http://example.com,positive
2247,I love this product. Highly recommended. five stars reliable great fast #deal,positive
2248,"It's fine, does the job. average fine average average works",neutral
2249,Amazing quality and fast delivery! Totally satisfied. reliable reliable five stars love,positive
2250,Great value for the price. Will buy again. great great,positive
2251,Average experience overall.,neutral
2252,Very poor quality and slow shipping. bad bad bad http://example.com,negative
2253,Customer support was helpful and polite. excellent great,positive
2254,Average experience overall. okay,neutral
2255,Terrible experience. The item arrived broken. one star broken late broken,negative
2256,Average experience overall. okay fine okay normal,neutral
2257,Completely disappointed. Do not recommend. one star bad late bad #deal,negative
2258,Support was unhelpful and rude. waste http://example.com,negative
2259,Exceeded my expectations in every way. great excellent excellent great,positive
2260,Great value for the price. Will buy again. excellent,positive
2261,"It's fine, does the job. http://example.com",neutral
2262,Support was unhelpful and rude.,negative
2263,Works as expected. Nothing special. http://example.com,neutral
2264,Amazing quality and fast delivery! Totally satisfied. great excellent fast,positive
2265,Average experience overall. okay normal standard,neutral
2266,I love this product. Highly recommended. love love,positive
2267,Terrible experience. The item arrived broken. late,negative
2268,The item matches the description. average works okay,neutral
2269,Completely disappointed. Do not recommend. late late one star,negative
2270,Completely disappointed. Do not recommend. refund broken one star broken,negative
2271,Works as expected. Nothing special. average #deal,neutral
2272,"Okay product, decent for everyday use. average okay normal standard standard #deal",neutral
2273,Not worth the money. I want a refund. waste one star,negative
2274,Not worth the money. I want a refund. one star http://example.com,negative
2275,Terrible experience. The item arrived broken. waste late late late refund,negative
2276,I love this product. Highly recommended.,positive
2277,Works as expected. Nothing special. works fine normal standard okay,neutral
2278,Amazing quality and fast delivery! Totally satisfied. love five stars excellent love #deal,positive
2279,Not worth the money. I want a refund. http://example.com,negative
2280,"Okay product, decent for everyday use. normal standard normal",neutral
2281,I love this product. Highly recommended. excellent great,positive
2282,I love this product. Highly recommended.,positive
2283,I love this product. Highly recommended. five stars,positive
2284,Very poor quality and slow shipping. waste broken refund waste,negative
2285,I love this product. Highly recommended. great reliable five stars reliable fast,positive
2286,Great value for the price. Will buy again. fast five stars http://example.com,positive
2287,Not worth the money. I want a refund. broken late 👍 #deal,negative
2288,Not worth the money. I want a refund.,negative
2289,Customer support was helpful and polite. reliable excellent,positive
2290,Amazing quality and fast delivery! Totally satisfied. love love fast #deal,positive
2291,Not worth the money. I want a refund. refund bad waste,negative
2292,Completely disappointed. Do not recommend. waste,negative
2293,The item matches the description. works works,neutral
2294,Great value for the price. Will buy again. excellent http://example.com,positive
2295,I love this product. Highly recommended. fast love fast fast,positive
2296,Exceeded my expectations in every way.,positive
2297,Very poor quality and slow shipping. waste late one star bad 👍,negative
2298,Amazing quality and fast delivery! Totally satisfied. reliable five stars reliable excellent,positive
2299,Exceeded my expectations in every way. fast,positive
2300,Terrible experience. The item arrived broken. waste waste,negative
2301,Completely disappointed. Do not recommend. one star late,negative
2302,Terrible experience. The item arrived broken. broken,negative
2303,Average experience overall. normal,neutral
2304,"Okay product, decent for everyday use. okay normal average standard 👍",neutral
2305,Amazing quality and fast delivery! Totally satisfied. 👍,positive
2306,Amazing quality and fast delivery! Totally satisfied. excellent excellent love fast,positive
2307,The item matches the description. standard okay normal,neutral
2308,Great value for the price. Will buy again. #deal,positive
2309,Works as expected. Nothing special. average,neutral
2310,Not worth the money. I want a refund.,negative
2311,Terrible experience. The item arrived broken. bad bad http://example.com 👍,negative
2312,Great value for the price. Will buy again. great excellent fast,positive
2313,I love this product. Highly recommended.,positive
2314,Customer support was helpful and polite. five stars great excellent five stars,positive
2315,Customer support was helpful and polite. excellent love fast fast love,positive
2316,I love this product. Highly recommended. love five stars love great great http://example.com #deal,positive
2317,Customer support was helpful and polite. fast five stars excellent,positive
2318,Very poor quality and slow shipping. refund refund waste,negative
2319,Works as expected. Nothing special. average,neutral
2320,Very poor quality and slow shipping. refund refund http://example.com #deal,negative
2321,Great value for the price. Will buy again. five stars excellent love,positive
2322,I love this product. Highly recommended.,positive
2323,I love this product. Highly recommended. excellent love excellent five stars great,positive
2324,Customer support was helpful and polite. excellent reliable reliable,positive
2325,I love this product. Highly recommended. great love great excellent five stars #deal,positive
2326,Not worth the money. I want a refund.,negative
2327,Great value for the price. Will buy again. excellent great reliable excellent,positive
2328,Customer support was helpful and polite. reliable excellent,positive
2329,Average experience overall. normal normal fine normal,neutral
2330,The item matches the description. works okay http://example.com,neutral
2331,Works as expected. Nothing special. okay normal standard works,neutral
2332,Exceeded my expectations in every way. fast great excellent,positive
2333,Terrible experience. The item arrived broken. one star bad #deal,negative
2334,Customer support was helpful and polite. five stars fast,positive
2335,Customer support was helpful and polite. great 👍,positive
2336,"It's fine, does the job. #deal",neutral
2337,Support was unhelpful and rude. late bad refund one star,negative
2338,Great value for the price. Will buy again. fast excellent fast 👍 #deal,positive
2339,"It's fine, does the job. standard works normal",neutral
2340,Amazing quality and fast delivery! Totally satisfied. love 👍,positive
2341,I love this product. Highly recommended. fast,positive
2342,Amazing quality and fast delivery! Totally satisfied. love five stars five stars excellent love,positive
2343,Very poor quality and slow shipping. waste waste bad one star bad http://example.com,negative
2344,Great value for the price. Will buy again. love great reliable reliable fast,positive
2345,Support was unhelpful and rude. refund one star one star bad,negative
2346,I love this product. Highly recommended. fast five stars love,positive
2347,Support was unhelpful and rude. waste one star late,negative
2348,Terrible experience. The item arrived broken. broken waste late waste waste,negative
2349,Customer support was helpful and polite. great,positive
2350,I love this product. Highly recommended. reliable five stars reliable great great,positive
2351,Customer support was helpful and polite. five stars excellent reliable love,positive
2352,Support was unhelpful and rude. bad one star broken,negative
2353,Exceeded my expectations in every way. love love fast great,positive
2354,Works as expected. Nothing special. normal average standard,neutral
2355,Customer support was helpful and polite. excellent love five stars fast love,positive
2356,Terrible experience. The item arrived broken. http://example.com,negative
2357,Average experience overall. fine normal works works,neutral
2358,Average experience overall. fine okay normal,neutral
2359,Completely disappointed. Do not recommend. broken 👍,negative
2360,I love this product. Highly recommended. #deal,positive
2361,Completely disappointed. Do not recommend. bad bad refund,negative
2362,Exceeded my expectations in every way. great love five stars great 👍,positive
2363,Works as expected. Nothing special. average normal standard,neutral
2364,Completely disappointed. Do not recommend.,negative
2365,"It's fine, does the job. fine okay okay fine",neutral
2366,Works as expected. Nothing special.,neutral
2367,Great value for the price. Will buy again. great,positive
2368,I love this product. Highly recommended.,positive
2369,Amazing quality and fast delivery! Totally satisfied. love love reliable reliable fast,positive
2370,Average experience overall. fine http://example.com 👍 #deal,neutral
2371,"Okay product, decent for everyday use. works #deal",neutral
2372,Amazing quality and fast delivery! Totally satisfied. fast love excellent reliable,positive
2373,Customer support was helpful and polite. great five stars fast,positive
2374,Customer support was helpful and polite. excellent #deal,positive
2375,Exceeded my expectations in every way. five stars great 👍,positive
2376,I love this product. Highly recommended. reliable five stars reliable fast love,positive
2377,Very poor quality and slow shipping. one star bad one star,negative
2378,"Okay product, decent for everyday use.",neutral
2379,Customer support was helpful and polite. great,positive
2380,The item matches the description.,neutral
2381,Not worth the money. I want a refund. late waste refund refund broken,negative
2382,I love this product. Highly recommended. 👍,positive
2383,I love this product. Highly recommended. fast fast,positive
2384,Great value for the price. Will buy again. love fast five stars reliable excellent,positive
2385,Exceeded my expectations in every way. great fast great love five stars,positive
2386,Very poor quality and slow shipping. one star refund #deal,negative
2387,Terrible experience. The item arrived broken. refund waste waste 👍,negative
2388,Exceeded my expectations in every way. love reliable reliable great http://example.com #deal,positive
2389,Support was unhelpful and rude. waste broken refund waste,negative
2390,I love this product. Highly recommended. reliable fast great great fast,positive
2391,"Okay product, decent for everyday use. average",neutral
2392,Very poor quality and slow shipping. bad bad waste,negative
2393,I love this product. Highly recommended. reliable five stars http://example.com,positive
2394,Great value for the price. Will buy again. five stars reliable fast great,positive
2395,The item matches the description. okay average average average standard,neutral
2396,Support was unhelpful and rude. #deal,negative
2397,Exceeded my expectations in every way.,positive
2398,I love this product. Highly recommended. reliable five stars five stars love fast,positive
2399,Great value for the price. Will buy again. fast love love,positive
2400,Works as expected. Nothing special. okay fine standard average fine,neutral
2401,"Okay product, decent for everyday use. average normal standard normal",neutral
2402,Support was unhelpful and rude. http://example.com,negative
2403,Not worth the money. I want a refund. refund bad,negative
2404,Terrible experience. The item arrived broken. refund broken late,negative
2405,Completely disappointed. Do not recommend. refund #deal,negative
2406,Amazing quality and fast delivery! Totally satisfied. fast great excellent great love,positive
2407,Works as expected. Nothing special.,neutral
2408,Amazing quality and fast delivery! Totally satisfied. excellent,positive
2409,Customer support was helpful and polite.,positive
2410,Not worth the money. I want a refund. waste late broken late late #deal,negative
2411,"It's fine, does the job. okay works",neutral
2412,Very poor quality and slow shipping. late broken bad bad broken 👍,negative
2413,I love this product. Highly recommended. reliable great love five stars,positive
2414,Average experience overall. works normal okay,neutral
2415,"Okay product, decent for everyday use. normal okay works normal",neutral
2416,I love this product. Highly recommended. reliable five stars great,positive
2417,Great value for the price. Will buy again. reliable,positive
2418,"It's fine, does the job. 👍",neutral
2419,Customer support was helpful and polite. great fast great fast,positive
2420,Terrible experience. The item arrived broken. one star refund late,negative
2421,Exceeded my expectations in every way. five stars 👍,positive
2422,Great value for the price. Will buy again. five stars,positive
2423,Completely disappointed. Do not recommend. bad late bad bad waste,negative
2424,Customer support was helpful and polite. five stars love fast five stars,positive
2425,Support was unhelpful and rude.,negative
2426,Not worth the money. I want a refund. late broken late late 👍,negative
2427,Great value for the price. Will buy again. five stars,positive
2428,The item matches the description. fine fine 👍,neutral
2429,"It's fine, does the job. average okay average",neutral
2430,Very poor quality and slow shipping. bad late one star 👍 #deal,negative
2431,Very poor quality and slow shipping. waste waste refund late broken,negative
2432,Not worth the money. I want a refund. bad broken,negative
2433,Average experience overall. works normal normal average fine,neutral
2434,Amazing quality and fast delivery! Totally satisfied. love fast,positive
2435,The item matches the description.,neutral
2436,Not worth the money. I want a refund. refund refund,negative
2437,"It's fine, does the job. http://example.com",neutral
2438,"Okay product, decent for everyday use. average normal fine",neutral
2439,Amazing quality and fast delivery! Totally satisfied. love reliable excellent five stars,positive
2440,Not worth the money. I want a refund. waste late,negative
2441,Not worth the money. I want a refund. broken refund broken,negative
2442,Great value for the price. Will buy again. excellent five stars reliable,positive
2443,I love this product. Highly recommended. reliable,positive
2444,The item matches the description. works average okay http://example.com 👍,neutral
2445,The item matches the description. normal average average,neutral
2446,Average experience overall. standard,neutral
2447,Exceeded my expectations in every way. five stars reliable great,positive
2448,I love this product. Highly recommended. excellent fast 👍,positive
2449,Average experience overall. average #deal,neutral
2450,Works as expected. Nothing special. okay standard normal average works,neutral
2451,"Okay product, decent for everyday use. normal works fine",neutral
2452,Support was unhelpful and rude.,negative
2453,"It's fine, does the job. average fine",neutral
2454,Completely disappointed. Do not recommend. refund,negative
2455,"It's fine, does the job.",neutral
2456,Average experience overall. fine standard fine average,neutral
2457,Works as expected. Nothing special. standard fine average 👍,neutral
2458,I love this product. Highly recommended. five stars,positive
2459,Exceeded my expectations in every way. five stars great,positive
2460,"Okay product, decent for everyday use. average standard http://example.com 👍",neutral
2461,Not worth the money. I want a refund. one star broken waste waste 👍,negative
2462,Works as expected. Nothing special.,neutral
2463,Great value for the price. Will buy again. love great fast http://example.com,positive
2464,"It's fine, does the job. average okay",neutral
2465,Great value for the price. Will buy again. great,positive
2466,Not worth the money. I want a refund. broken bad,negative
2467,Completely disappointed. Do not recommend. bad broken http://example.com,negative
2468,"Okay product, decent for everyday use.",neutral
2469,"It's fine, does the job. average",neutral
2470,I love this product. Highly recommended. reliable reliable five stars,positive
2471,Exceeded my expectations in every way. love reliable,positive
2472,Not worth the money. I want a refund. 👍,negative
2473,Terrible experience. The item arrived broken. late,negative
2474,Works as expected. Nothing special. average,neutral
2475,Great value for the price. Will buy again.,positive
2476,Customer support was helpful and polite.,positive
2477,I love this product. Highly recommended. five stars reliable excellent five stars reliable 👍,positive
2478,Exceeded my expectations in every way. 👍,positive
2479,Customer support was helpful and polite. reliable excellent reliable excellent fast,positive
2480,Terrible experience. The item arrived broken. 👍,negative
2481,Works as expected. Nothing special. normal,neutral
2482,I love this product. Highly recommended. fast fast #deal,positive
2483,Amazing quality and fast delivery! Totally satisfied.,positive
2484,Exceeded my expectations in every way. excellent love great reliable reliable,positive
2485,Very poor quality and slow shipping. waste late one star,negative
2486,Customer support was helpful and polite. fast excellent five stars excellent #deal,positive
2487,Terrible experience. The item arrived broken.,negative
2488,Not worth the money. I want a refund. bad waste one star one star #deal,negative
2489,Great value for the price. Will buy again. five stars great,positive
2490,Average experience overall. average,neutral
2491,Not worth the money. I want a refund. one star refund,negative
2492,I love this product. Highly recommended. great reliable excellent excellent love,positive
2493,Great value for the price. Will buy again.,positive
2494,Terrible experience. The item arrived broken. waste one star broken refund broken,negative
2495,Very poor quality and slow shipping. broken bad refund one star,negative
2496,Works as expected. Nothing special. works works normal normal http://example.com,neutral
2497,Average experience overall. fine,neutral
2498,I love this product. Highly recommended. reliable reliable fast great excellent,positive
2499,Very poor quality and slow shipping. bad broken late,negative
2500,"Okay product, decent for everyday use.",neutral
2501,I love this product. Highly recommended. reliable reliable fast reliable 👍,positive
2502,The item matches the description. works fine,neutral
2503,Very poor quality and slow shipping. waste one star waste,negative
2504,Very poor quality and slow shipping. 👍,negative
2505,I love this product. Highly recommended. great reliable reliable excellent,positive
2506,I love this product. Highly recommended. great excellent,positive
2507,Very poor quality and slow shipping. late late one star,negative
2508,Very poor quality and slow shipping. late waste http://example.com #deal,negative
2509,"Okay product, decent for everyday use. normal works okay okay normal #deal",neutral
2510,The item matches the description. fine,neutral
2511,"Okay product, decent for everyday use. normal fine normal average fine http://example.com",neutral
2512,Great value for the price. Will buy again. great reliable excellent excellent fast,positive
2513,Amazing quality and fast delivery! Totally satisfied. five stars great 👍,positive
2514,I love this product. Highly recommended. 👍,positive
2515,I love this product. Highly recommended. great great five stars,positive
2516,Completely disappointed. Do not recommend. waste late http://example.com #deal,negative
2517,I love this product. Highly recommended. five stars great love five stars fast,positive
2518,Amazing quality and fast delivery! Totally satisfied. love 👍,positive
2519,Average experience overall. normal average okay,neutral
2520,I love this product. Highly recommended. excellent fast five stars excellent fast,positive
2521,Exceeded my expectations in every way. great reliable great love,positive
2522,Average experience overall. standard standard works works,neutral
2523,Exceeded my expectations in every way. excellent fast great,positive
2524,Average experience overall. okay fine works normal,neutral
2525,Terrible experience. The item arrived broken. one star http://example.com,negative
2526,I love this product. Highly recommended. excellent excellent love #deal,positive
2527,Support was unhelpful and rude. bad refund #deal,negative
2528,Completely disappointed. Do not recommend. late broken waste bad bad,negative
2529,Completely disappointed. Do not recommend. bad one star 👍,negative
2530,Average experience overall. average average standard okay,neutral
2531,The item matches the description.,neutral
2532,"It's fine, does the job. works fine standard average",neutral
2533,"Okay product, decent for everyday use. okay normal",neutral
2534,I love this product. Highly recommended. excellent great love five stars,positive
2535,Very poor quality and slow shipping. broken broken one star refund broken http://example.com #deal,negative
2536,Average experience overall. fine normal fine normal,neutral
2537,Support was unhelpful and rude. http://example.com 👍,negative
2538,Customer support was helpful and polite.,positive
2539,Customer support was helpful and polite. excellent excellent fast five stars,positive
2540,"It's fine, does the job. fine",neutral
2541,The item matches the description. http://example.com 👍,neutral
2542,Exceeded my expectations in every way. love fast five stars fast reliable,positive
2543,Customer support was helpful and polite. fast excellent excellent five stars excellent,positive
2544,Customer support was helpful and polite. 👍,positive
2545,"It's fine, does the job.",neutral
2546,Amazing quality and fast delivery! Totally satisfied. fast,positive
2547,Support was unhelpful and rude. waste,negative
2548,I love this product. Highly recommended. five stars great fast,positive
2549,Amazing quality and fast delivery! Totally satisfied. excellent reliable five stars fast excellent 👍,positive
2550,I love this product. Highly recommended. fast great,positive
2551,Average experience overall. normal works normal normal okay 👍,neutral
2552,Works as expected. Nothing special. standard,neutral
2553,"Okay product, decent for everyday use. works works 👍 #deal",neutral
2554,Very poor quality and slow shipping. refund waste bad one star broken http://example.com,negative
2555,Customer support was helpful and polite. fast great five stars excellent love 👍,positive
2556,"It's fine, does the job. standard",neutral
2557,Amazing quality and fast delivery! Totally satisfied. five stars fast five stars five stars,positive
2558,Exceeded my expectations in every way. 👍,positive
2559,Works as expected. Nothing special. #deal,neutral
2560,Customer support was helpful and polite. excellent reliable love love,positive
2561,"Okay product, decent for everyday use.",neutral
2562,"It's fine, does the job. normal works works",neutral
2563,Completely disappointed. Do not recommend. waste waste refund one star,negative
2564,Average experience overall. okay normal standard works works,neutral
2565,Works as expected. Nothing special. fine okay fine standard #deal,neutral
2566,Great value for the price. Will buy again. excellent love great,positive
2567,Customer support was helpful and polite. fast great love love,positive
2568,Great value for the price. Will buy again. reliable love love #deal,positive
2569,Works as expected. Nothing special. normal okay works okay,neutral
2570,Support was unhelpful and rude. refund one star http://example.com,negative
2571,Amazing quality and fast delivery! Totally satisfied. great,positive
2572,Average experience overall. works okay,neutral
2573,Completely disappointed. Do not recommend. waste,negative
2574,Completely disappointed. Do not recommend. one star bad bad,negative
2575,"It's fine, does the job. works okay fine okay works 👍",neutral
2576,Average experience overall. okay fine normal,neutral
2577,The item matches the description. #deal,neutral
2578,Terrible experience. The item arrived broken. late refund,negative
2579,Amazing quality and fast delivery! Totally satisfied. fast five stars fast fast,positive
2580,Terrible experience. The item arrived broken. http://example.com #deal,negative
2581,I love this product. Highly recommended. love excellent excellent five stars love http://example.com,positive
2582,Support was unhelpful and rude. late late broken broken,negative
2583,I love this product. Highly recommended. #deal,positive
2584,Customer support was helpful and polite.,positive
2585,Amazing quality and fast delivery! Totally satisfied. five stars great five stars love,positive
2586,Great value for the price. Will buy again. excellent fast http://example.com,positive
2587,Great value for the price. Will buy again. great excellent great fast fast,positive
2588,Great value for the price. Will buy again. great excellent five stars love love,positive
2589,The item matches the description. average normal okay,neutral
2590,Customer support was helpful and polite. great five stars excellent,positive
2591,Completely disappointed. Do not recommend. late,negative
2592,Not worth the money. I want a refund. bad one star one star bad,negative
2593,"Okay product, decent for everyday use. standard works normal okay",neutral
2594,Customer support was helpful and polite. fast fast,positive
2595,Customer support was helpful and polite. five stars fast love,positive
2596,Support was unhelpful and rude. broken one star,negative
2597,Great value for the price. Will buy again. reliable http://example.com,positive
2598,Exceeded my expectations in every way. excellent http://example.com 👍 #deal,positive
2599,Support was unhelpful and rude. broken refund one star late broken 👍,negative
2600,Completely disappointed. Do not recommend. one star one star broken,negative
2601,I love this product. Highly recommended.,positive
2602,Average experience overall.,neutral
2603,Average experience overall. works normal average,neutral
2604,Support was unhelpful and rude. bad refund refund refund,negative
2605,Great value for the price. Will buy again. five stars great reliable great http://example.com,positive
2606,Customer support was helpful and polite. love fast five stars,positive
2607,Works as expected. Nothing special. normal works okay,neutral
2608,Exceeded my expectations in every way. reliable reliable love http://example.com,positive
2609,The item matches the description.,neutral
2610,Exceeded my expectations in every way. reliable excellent great fast reliable,positive
2611,Not worth the money. I want a refund.,negative
2612,Not worth the money. I want a refund. broken late,negative
2613,Average experience overall. fine average normal works average,neutral
2614,Very poor quality and slow shipping. refund late waste,negative
2615,I love this product. Highly recommended. five stars,positive
2616,"It's fine, does the job. okay standard http://example.com",neutral
2617,I love this product. Highly recommended. excellent fast love,positive
2618,Support was unhelpful and rude.,negative
2619,Very poor quality and slow shipping. refund http://example.com,negative
2620,Not worth the money. I want a refund. late waste,negative
2621,Not worth the money. I want a refund. one star late waste,negative
2622,Not worth the money. I want a refund. late waste,negative
2623,Amazing quality and fast delivery! Totally satisfied. great fast love five stars,positive
2624,Very poor quality and slow shipping. waste one star waste one star one star,negative
2625,Works as expected. Nothing special. standard works average works okay,neutral
2626,Exceeded my expectations in every way. great love reliable,positive
2627,Average experience overall. fine,neutral
2628,I love this product. Highly recommended.,positive
2629,Exceeded my expectations in every way. love reliable five stars great fast,positive
2630,Exceeded my expectations in every way.,positive
2631,Exceeded my expectations in every way. great reliable 👍,positive
2632,The item matches the description. normal,neutral
2633,Completely disappointed. Do not recommend. refund,negative
2634,The item matches the description. normal okay fine standard normal,neutral
2635,"Okay product, decent for everyday use. average",neutral
2636,I love this product. Highly recommended.,positive
2637,"It's fine, does the job. standard works standard standard #deal",neutral
2638,Amazing quality and fast delivery! Totally satisfied. excellent fast fast,positive
2639,Completely disappointed. Do not recommend. one star bad,negative
2640,Exceeded my expectations in every way. great great fast,positive
2641,Not worth the money. I want a refund. broken bad refund bad late,negative
2642,Support was unhelpful and rude.,negative
